ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Degree Field,ID PUMS Degree Field,Slug PUMS Degree Field
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",250000,"Education, Training, & Library Occupations",251000,Postsecondary teachers,2014,2014,TRUE,TRUE,76890,6805.986736,48245.40908,3223.356641,829,postsecondary-teachers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,433071,Tellers,2014,2014,TRUE,TRUE,3293,1408.852563,23862.86304,5947.457842,31,tellers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519111,Packaging & filling machine operators & tenders,2014,2014,TRUE,TRUE,605,603.8812052,59517.40826,38494.5371,7,packaging-filling-machine-operators-tenders,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291011,Chiropractors,2014,2014,TRUE,TRUE,802,695.2815517,48389.81546,9181.333412,7,chiropractors,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,1721YY,"Miscellaneous engineers, including nuclear engineers",2014,2014,TRUE,TRUE,3023,1349.861376,96169.45286,43464.1596,35,miscellaneous-engineers-including-nuclear-engineers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519120,Painting workers,2014,2014,TRUE,TRUE,671,635.9675904,31395.231,25022.63138,7,painting-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,351012,Firstline supervisors of food preparation & serving workers,2014,2014,TRUE,TRUE,3922,1537.526132,30309.54819,7462.178644,31,firstline-supervisors-of-food-preparation-serving-workers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,433099,Other financial clerks,2014,2014,TRUE,TRUE,707,652.8048546,67050.13861,42847.03565,8,other-financial-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291020,Dentists,2014,2014,TRUE,TRUE,697,648.1717115,160585.5265,124315.1021,9,dentists,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519151,Photographic process workers & processing machine operators,2014,2014,TRUE,TRUE,1245,866.2784577,33755.42811,16045.25542,11,photographic-process-workers-processing-machine-operators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2014,2014,TRUE,TRUE,3123,1372.005762,81675.03042,40002.68528,34,purchasing-managers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,15113X,"Software developers, applications & systems software",2014,2014,TRUE,TRUE,15991,3104.473178,79286.35858,8786.985926,149,software-developers-applications-systems-software,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,352010,Cooks,2014,2014,TRUE,TRUE,4134,1578.532836,24476.04064,8466.043078,39,cooks,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2014,2014,TRUE,TRUE,448,519.6525645,67123.29018,56847.99226,5,etchers-engravers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434051,Customer service representatives,2014,2014,TRUE,TRUE,29224,4196.618806,35552.16425,4997.896287,279,customer-service-representatives,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",250000,"Education, Training, & Library Occupations",252010,Preschool & kindergarten teachers,2014,2014,TRUE,TRUE,7293,2096.605013,24938.62937,5207.385293,68,preschool-kindergarten-teachers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291031,Dietitians & nutritionists,2014,2014,TRUE,TRUE,844,713.2547631,73703.91943,84573.241,12,dietitians-nutritionists,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2014,2014,TRUE,TRUE,904,738.1720208,25881.27212,16187.78242,10,molders-shapers-casters-except-metal-plastic,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,132011,Accountants & auditors,2014,2014,TRUE,TRUE,17247,3224.073583,54126.57784,7022.971334,180,accountants-auditors,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434061,"Eligibility interviewers, government programs",2014,2014,TRUE,TRUE,653,627.3795269,35622.88208,22527.89092,6,eligibility-interviewers-government-programs,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,352021,Food preparation workers,2014,2014,TRUE,TRUE,5914,1888.018735,14088.92797,2436.467306,55,food-preparation-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,173010,Drafters,2014,2014,TRUE,TRUE,4933,1724.339234,43779.03588,7118.143893,43,drafters,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,5191XX,"Miscellaneous production workers, including semiconductor processors",2014,2014,TRUE,TRUE,4039,1560.290475,33868.74771,9738.8221,46,miscellaneous-production-workers-including-semiconductor-processors,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291051,Pharmacists,2014,2014,TRUE,TRUE,1830,1050.261587,97415.51038,36607.95047,18,pharmacists,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434071,File clerks,2014,2014,TRUE,TRUE,3282,1406.497571,24344.34369,6017.216971,31,file-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113011,Administrative services managers,2014,2014,TRUE,TRUE,1999,1097.685869,79621.69085,16453.45795,17,administrative-services-managers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,531000,Supervisors of transportation & material moving workers,2014,2014,TRUE,TRUE,1339,898.3860145,37263.2233,22581.16651,14,supervisors-of-transportation-material-moving-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353011,Bartenders,2014,2014,TRUE,TRUE,10182,2477.282898,25803.68651,3851.627193,76,bartenders,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",250000,"Education, Training, & Library Occupations",252020,Elementary & middle school teachers,2014,2014,TRUE,TRUE,98689,7710.044928,45064.52391,2034.349915,1080,elementary-middle-school-teachers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,434081,"Hotel, motel, & resort desk clerks",2014,2014,TRUE,TRUE,950,756.7197979,16515.02947,5529.879594,10,hotel-motel-resort-desk-clerks,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",530000,Transportation & Material Moving Occupations,531000-536000,Transportation Occupations,532010,Aircraft pilots & flight engineers,2014,2014,TRUE,TRUE,1033,789.084162,79792.48015,36221.74902,11,aircraft-pilots-flight-engineers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131070,Human resources workers,2014,2014,TRUE,TRUE,11280,2607.425538,68685.02695,19323.18581,101,human-resources-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291060,Physicians & surgeons,2014,2014,TRUE,TRUE,6595,1993.755917,170316.8194,50624.98579,63,physicians-surgeons,Visual & Performing Arts,50,visual-performing-arts
